sensor_4,1609203345495,39.126604003147314
sensor_2,1609203345495,39.42746976779783
sensor_8,1609203345495,38.573523839218375
sensor_6,1609203345495,37.65574402266021
sensor_1,1609203345495,35.97294873181826
sensor_10,1609203345495,35.11395246803552
sensor_5,1609203345495,37.17056374401738
sensor_9,1609203345495,34.36270200628874
sensor_3,1609203345495,38.89084474133862
sensor_7,1609203345495,37.85853786552744
sensor_4,1609203346509,38.83849783525199
sensor_8,1609203346509,38.826552366745155
sensor_1,1609203346508,34.55340126811769
sensor_3,1609203346509,37.84721307398716
sensor_2,1609203346509,39.07933502375889
sensor_7,1609203346509,36.52736041656579
sensor_5,1609203346509,35.88138777518378
sensor_9,1609203346509,36.22059083811855
sensor_6,1609203346509,40.789995225480446
sensor_10,1609203346509,36.45235370017805
sensor_3,1609203347513,37.57187681115547
sensor_4,1609203347513,39.387078433974196
sensor_2,1609203347513,38.95081386567246
sensor_1,1609203347513,37.20323218739875
sensor_6,1609203347513,38.13358818678626
sensor_5,1609203347513,38.88071185776281
sensor_10,1609203347513,35.20069409325734
sensor_9,1609203347513,35.17525911585502
sensor_7,1609203347513,37.39183820096955
sensor_8,1609203347513,38.078247553887266
sensor_2,1609203348518,38.76525009022969
sensor_3,1609203348518,39.142875589118155
sensor_1,1609203348518,35.66563065770696
sensor_6,1609203348518,38.28450065755879
sensor_4,1609203348518,39.40008218358638
sensor_5,1609203348518,35.3821341050102
sensor_10,1609203348518,37.69470267209265
sensor_9,1609203348518,33.085216706429236
sensor_7,1609203348518,35.41024747834032
sensor_8,1609203348518,38.13046701194813
